numero_compteur,avg_amperage_per_day,median_amperage_per_day,avg_depense_per_day,jours_observed,records_per_day_avg,zone,type_maison,nombre_personnes,ratio_depense_amperage,niveau_conso,niveau_conso_pred,prob_petit,prob_moyen,prob_grand,confiance
#0054,0.18,0.18,0.0018,1,5.0,Zone Inconnue,Rezidansyel,4.0,0.009999999944444445,petit,grand,0.00016248811,0.00025878925,0.9995788,0.9995788
0010713,2.08,2.08,0.01836,1,14.0,Zone Inconnue,Rezidansyel,4.0,0.008826923072679365,moyen,moyen,0.00037085192,0.9993666,0.00026258206,0.9993666
001jp,71.72749999999999,17.93,0.623747,20,65.65,Zone Inconnue,Rezidansyel,4.0,0.00869606496798723,grand,petit,0.9996531,0.000208282,0.00013863013,0.9996531
010591,13.02,13.02,0.1519,1,40.0,Zone Inconnue,Rezidansyel,4.0,0.01166666666577061,grand,petit,0.9993711,0.00038681514,0.00024205002,0.9993711
010796,2.44,2.44,0.028466666666666664,1,34.0,Zone Inconnue,Rezidansyel,4.0,0.011666666661885245,moyen,moyen,0.00022565294,0.99950194,0.00027241587,0.99950194
010870,0.0,0.0,0.0,1,5.0,Zone Inconnue,Rezidansyel,4.0,0.0,petit,grand,0.0003243646,0.0004932267,0.9991824,0.9991824
4444555,0.0,0.0,0.0,1,3.0,Zone Inconnue,Rezidansyel,4.0,0.0,petit,grand,0.0003243646,0.0004932267,0.9991824,0.9991824
ESP-02D48F,0.11,0.11,0.0012733333333333331,2,17.0,Zone Inconnue,Rezidansyel,4.0,0.011575757470523414,petit,grand,0.00016622807,0.00023553468,0.9995982,0.9995982
ESP-031CFE,12.91,1.76,0.10138142857142855,7,16.428571428571427,Zone Inconnue,Rezidansyel,4.0,0.007852937921268444,grand,petit,0.9996382,0.00022315526,0.00013862806,0.9996382
ESP-044D9F,1.2035,1.15,0.013003333333333334,20,20.75,Zone Inconnue,Rezidansyel,4.0,0.010804597692171777,petit,grand,0.00014978884,0.0002307224,0.9996195,0.9996195
ESP-066D5F,0.0975,0.08,0.0010374999999999998,4,9.75,Zone Inconnue,Rezidansyel,4.0,0.010641025531886915,petit,grand,0.0001595468,0.00020823794,0.99963224,0.99963224
ESP-080981,0.0,0.0,0.0,1,77.0,Zone Inconnue,Rezidansyel,4.0,0.0,petit,grand,0.0003243646,0.0004932267,0.9991824,0.9991824
ESP-0B3E7D,1.0888235294117645,0.55,0.011835882352941177,17,12.588235294117647,Zone Inconnue,Rezidansyel,4.0,0.010870340346580456,petit,grand,0.00016248654,0.0002092825,0.9996282,0.9996282
ESP-0EBB7E,14.03,3.99,0.15415178571428573,56,20.571428571428573,Zone Inconnue,Rezidansyel,4.0,0.01098729762674971,grand,petit,0.9993413,0.00043859694,0.00022002067,0.9993413
ESP-0F66F6,1.6952777777777779,1.2850000000000001,0.01946429012345679,108,9.101851851851851,Zone Inconnue,Rezidansyel,4.0,0.011481475406048028,moyen,moyen,0.00018693393,0.9996087,0.00020436557,0.9996087
ESP-118488,0.30000000000000004,0.30000000000000004,0.0035000000000000005,1,7.0,Zone Inconnue,Rezidansyel,4.0,0.011666666627777777,petit,grand,0.00016622807,0.00023553468,0.9995982,0.9995982
ESP-11D517,3.4520000000000004,3.38,0.036238,5,43.8,Zone Inconnue,Rezidansyel,4.0,0.010497682499855826,moyen,moyen,0.00036580168,0.9993771,0.00025720336,0.9993771
ESP-120C57,6.076666666666667,2.84,0.06539777777777779,3,19.0,Zone Inconnue,Rezidansyel,4.0,0.010762113730172627,grand,petit,0.99953187,0.0002778342,0.00019028221,0.99953187
ESP-160EDC,0.5975,0.135,0.005591041666666666,32,11.125,Zone Inconnue,Rezidansyel,4.0,0.009357391895078284,petit,grand,0.00017574841,0.0003366406,0.99948764,0.99948764
ESP-18AFBF,12.352,2.27,0.13763466666666666,5,25.6,Zone Inconnue,Rezidansyel,4.0,0.01114270293519462,grand,petit,0.9995283,0.00027498472,0.00019675712,0.9995283
ESP-1A9283,2.164,2.1,0.022334,5,22.8,Zone Inconnue,Rezidansyel,4.0,0.010320702398188214,moyen,moyen,0.00020626432,0.99958986,0.00020389588,0.99958986
ESP-1B7456,0.44589285714285715,0.11,0.00427202380952381,56,7.607142857142857,Zone Inconnue,Rezidansyel,4.0,0.009580830308242165,petit,grand,0.00019135972,0.00039111855,0.99941754,0.99941754
ESP-1D422F,352.78,352.78,2.5870533333333334,1,27.0,Zone Inconnue,Rezidansyel,4.0,0.007333333333312547,grand,petit,0.9996382,0.00022315526,0.00013862806,0.9996382
ESP-2D0FB8,1.33,1.33,0.015516666666666666,1,11.0,Zone Inconnue,Rezidansyel,4.0,0.011666666657894736,petit,grand,0.0026557625,0.02358126,0.973763,0.973763
ESP-2D1267,1.17,1.17,0.01365,1,6.0,Zone Inconnue,Rezidansyel,4.0,0.011666666656695157,petit,grand,0.0001671903,0.0004460211,0.9993868,0.9993868
ESP-32E606,4.0025,2.62,0.033354166666666664,4,23.5,Zone Inconnue,Rezidansyel,4.0,0.008333333331251299,grand,petit,0.9987606,0.0010512462,0.0001882334,0.9987606
ESP-356D3F,31.278888888888886,19.21,0.29631111111111114,9,20.88888888888889,Zone Inconnue,Rezidansyel,4.0,0.009473198109888607,grand,petit,0.99959725,0.0002506271,0.00015214022,0.99959725
ESP-36ED7C,1.7916666666666667,1.7000000000000002,0.016976666666666668,6,16.333333333333332,Zone Inconnue,Rezidansyel,4.0,0.009475348831920735,moyen,moyen,0.00022821297,0.9995764,0.00019538491,0.9995764
ESP-36F72D,6.242500000000001,5.07,0.06666666666666667,4,19.25,Zone Inconnue,Rezidansyel,4.0,0.01067948204341004,grand,petit,0.99953187,0.0002778342,0.00019028221,0.99953187
ESP-36FC06,0.22,0.22,0.0019066666666666663,1,22.0,Zone Inconnue,Rezidansyel,4.0,0.008666666627272725,petit,grand,0.0003188896,0.00042439922,0.9992567,0.9992567
ESP-3F5F1A,2.4633333333333334,1.5699999999999998,0.019964074074074075,9,10.0,Zone Inconnue,Rezidansyel,4.0,0.008104495561286703,moyen,moyen,0.00039102003,0.99933213,0.000276862,0.99933213
ESP-4377B7,0.25,0.25,0.0021666666666666666,1,10.0,Zone Inconnue,Rezidansyel,4.0,0.008666666632,petit,grand,0.0003188896,0.00042439922,0.9992567,0.9992567
ESP-44E3A3,0.545,0.545,0.005403333333333333,2,12.0,Zone Inconnue,Rezidansyel,4.0,0.009914373070493504,petit,grand,0.0001624868,0.00026669432,0.9995708,0.9995708
ESP-4DED98,0.9153846153846155,0.77,0.009435641025641024,26,14.538461538461538,Zone Inconnue,Rezidansyel,4.0,0.010307843125994231,petit,grand,0.00014700623,0.00030822807,0.9995447,0.9995447
ESP-4EE288,0.28,0.16,0.003266666666666666,3,15.0,Zone Inconnue,Rezidansyel,4.0,0.011666666624999995,petit,grand,0.00016622807,0.00023553468,0.9995982,0.9995982
ESP-518FC0,3.5100000000000002,3.5100000000000002,0.03844,1,34.0,Zone Inconnue,Rezidansyel,4.0,0.010951566948446846,moyen,moyen,0.0006494138,0.9989171,0.0004334763,0.9989171
ESP-5D462F,0.22999999999999998,0.22999999999999998,0.001993333333333333,1,18.0,Zone Inconnue,Rezidansyel,4.0,0.008666666628985508,petit,grand,0.0003188896,0.00042439922,0.9992567,0.9992567
ESP-5D473A,2.3089130434782605,0.77,0.02562231884057971,46,10.0,Zone Inconnue,Rezidansyel,4.0,0.01109713460273231,moyen,moyen,0.00014654217,0.9996711,0.00018242389,0.9996711
ESP-5D48BA,5.2978048780487805,2.22,0.05910073170731708,41,17.609756097560975,Zone Inconnue,Rezidansyel,4.0,0.01115570185324164,grand,petit,0.99934584,0.00043410223,0.00022002167,0.99934584
ESP-5D4925,128.5625,38.769999999999996,1.0694425,8,44.625,Zone Inconnue,Rezidansyel,4.0,0.008318463782142396,grand,petit,0.9996382,0.00022315526,0.00013862806,0.9996382
ESP-5D4A1E,2.444426229508197,2.0,0.026798688524590164,61,19.229508196721312,Zone Inconnue,Rezidansyel,4.0,0.010963181539341733,moyen,moyen,0.00022242076,0.9995247,0.00025282172,0.9995247
ESP-5D4B99,0.0,0.0,0.0,1,4.0,Zone Inconnue,Rezidansyel,4.0,0.0,petit,grand,0.0003243646,0.0004932267,0.9991824,0.9991824
ESP-5D4CF4,0.6925641025641026,0.16,0.007912136752136752,39,8.820512820512821,Zone Inconnue,Rezidansyel,4.0,0.011424410695586128,petit,grand,0.00015968,0.00035389478,0.99948645,0.99948645
ESP-5D5307,0.6645454545454546,0.0,0.007365757575757575,11,9.363636363636363,Zone Inconnue,Rezidansyel,4.0,0.011083903312094445,petit,grand,0.00015954395,0.00022606368,0.99961436,0.99961436
ESP-5D57E9,1.0357142857142858,0.09,0.008562857142857145,7,7.714285714285714,Zone Inconnue,Rezidansyel,4.0,0.008267586198914056,petit,grand,0.00036737008,0.00059518975,0.9990375,0.9990375
ESP-5D59F6,2.5333333333333337,1.46,0.022417777777777776,6,20.333333333333332,Zone Inconnue,Rezidansyel,4.0,0.008849122803524467,moyen,moyen,0.00037085192,0.9993666,0.00026258206,0.9993666
ESP-5D5DEF,2.7238235294117645,1.44,0.030690294117647062,68,13.632352941176471,Zone Inconnue,Rezidansyel,4.0,0.011267357732608898,moyen,moyen,0.0003209687,0.9993838,0.0002951893,0.9993838
ESP-5D5EA9,3.784,1.53,0.037684,5,24.6,Zone Inconnue,Rezidansyel,4.0,0.009958773781723369,grand,petit,0.99618787,0.003201065,0.0006111367,0.99618787
ESP-5D5F7E,13.55,13.55,0.1355,1,48.0,Zone Inconnue,Rezidansyel,4.0,0.009999999999261993,grand,petit,0.99956053,0.0002783766,0.00016111553,0.99956053
ESP-5D602A,21.81171052631579,13.280000000000001,0.22404574561403506,76,25.36842105263158,Zone Inconnue,Rezidansyel,4.0,0.010271809968019357,grand,petit,0.99952984,0.00029571934,0.00017447391,0.99952984
ESP-5D61DC,1.4275,1.23,0.014447916666666666,8,15.125,Zone Inconnue,Rezidansyel,4.0,0.010121132508963595,moyen,moyen,0.0004796319,0.99774206,0.0017783663,0.99774206
ESP-5D64E4,8.264259259259259,1.645,0.08295265432098765,54,14.62962962962963,Zone Inconnue,Rezidansyel,4.0,0.010037518391985363,grand,petit,0.99942684,0.00039850673,0.00017473001,0.99942684
ESP-605B52,3.975000000000001,0.805,0.040961111111111115,6,23.833333333333332,Zone Inconnue,Rezidansyel,4.0,0.010304682037938722,grand,petit,0.9995666,0.00027229686,0.00016111652,0.9995666
ESP-60BE10,0.743,0.03,0.008325333333333334,10,13.6,Zone Inconnue,Rezidansyel,4.0,0.011205024659661252,petit,grand,0.00015954395,0.00022606368,0.99961436,0.99961436
ESP-60E7FB,0.5925,0.09,0.0069125,8,11.875,Zone Inconnue,Rezidansyel,4.0,0.01166666664697609,petit,grand,0.00016622807,0.00023553468,0.9995982,0.9995982
ESP-60E88D,16.39,12.12,0.1412188888888889,3,39.333333333333336,Zone Inconnue,Rezidansyel,4.0,0.00861616161563592,grand,petit,0.9996382,0.00022315526,0.00013862806,0.9996382
ESP-61BC77,297.48,297.48,3.0106666666666664,1,65.0,Zone Inconnue,Rezidansyel,4.0,0.010120568329489531,grand,petit,0.9995666,0.00027229686,0.00016111652,0.9995666
ESP-61BCC0,0.0,0.0,0.0,1,3.0,Zone Inconnue,Rezidansyel,4.0,0.0,petit,grand,0.0003243646,0.0004932267,0.9991824,0.9991824
ESP-62407E,0.705,0.025,0.008225,4,7.0,Zone Inconnue,Rezidansyel,4.0,0.011666666650118203,petit,grand,0.00016622807,0.00023553468,0.9995982,0.9995982
ESP-629031,3.338571428571428,2.06,0.03894999999999999,7,13.142857142857142,Zone Inconnue,Rezidansyel,4.0,0.011666666663172157,moyen,moyen,0.00052380294,0.9991241,0.00035214104,0.9991241
ESP-6431AE,1.7559999999999998,0.99,0.01942333333333333,5,18.6,Zone Inconnue,Rezidansyel,4.0,0.01106112375983611,moyen,moyen,0.00022125026,0.9995116,0.00026710078,0.9995116
ESP-66F3BF,2.9240000000000004,1.66,0.024628,5,9.6,Zone Inconnue,Rezidansyel,4.0,0.00842270861545051,moyen,moyen,0.00037085192,0.9993666,0.00026258206,0.9993666
ESP-6B76B3,3.3938636363636365,2.075,0.028174318181818182,44,11.295454545454545,Zone Inconnue,Rezidansyel,4.0,0.008301546907083185,moyen,moyen,0.00030264296,0.99949276,0.00020460591,0.99949276
ESP-76A8D1,1.65,1.65,0.016499999999999997,2,10.5,Zone Inconnue,Rezidansyel,4.0,0.009999999993939392,moyen,moyen,0.0002017601,0.9995988,0.00019944318,0.9995988
ESP-774D8E,2.241111111111111,0.04,0.02376111111111111,9,8.555555555555555,Zone Inconnue,Rezidansyel,4.0,0.010602379767207664,moyen,moyen,0.0002316454,0.9994979,0.0002704464,0.9994979
ESP-78443A,4.123095238095239,1.965,0.0365336507936508,84,15.238095238095237,Zone Inconnue,Rezidansyel,4.0,0.008860734151187748,grand,petit,0.9991942,0.0006372533,0.00016852566,0.9991942
ESP-7955DB,1.15,1.05,0.011343333333333332,4,15.5,Zone Inconnue,Rezidansyel,4.0,0.009863768107364838,petit,grand,0.0001624868,0.00026669432,0.9995708,0.9995708
ESP-7B2D3B,0.795,0.795,0.007729999999999999,2,79.5,Zone Inconnue,Rezidansyel,4.0,0.009723270428021041,petit,grand,0.0001624868,0.00026669432,0.9995708,0.9995708
ESP-7B7395,0.7692857142857144,0.325,0.008781428571428572,14,14.428571428571429,Zone Inconnue,Rezidansyel,4.0,0.01141504176789131,petit,grand,0.00016622807,0.00023553468,0.9995982,0.9995982
ESP-7B7590,2.194931506849315,0.7100000000000001,0.023391826484018264,73,8.178082191780822,Zone Inconnue,Rezidansyel,4.0,0.010657201101887023,moyen,moyen,0.0002953118,0.9993925,0.00031222423,0.9993925
ESP-7C3FA4,19.669999999999998,8.62,0.14946933333333334,5,17.4,Zone Inconnue,Rezidansyel,4.0,0.007598847652553864,grand,petit,0.9996382,0.00022315526,0.00013862806,0.9996382
ESP-7CC6D3,0.0,0.0,0.0,1,16.0,Zone Inconnue,Rezidansyel,4.0,0.0,petit,grand,0.0003243646,0.0004932267,0.9991824,0.9991824
ESP-7CD859,0.72875,0.545,0.006715833333333333,8,11.375,Zone Inconnue,Rezidansyel,4.0,0.009215551731207933,petit,grand,0.00027902584,0.00037134625,0.99934965,0.99934965
ESP-8135B3,1.0414285714285714,1.06,0.009832380952380952,7,16.571428571428573,Zone Inconnue,Rezidansyel,4.0,0.009441243703782983,petit,grand,0.00018760242,0.00027221953,0.9995402,0.9995402
ESP-82C99E,65.51,65.51,0.6564,1,46.0,Zone Inconnue,Rezidansyel,4.0,0.010019844298427416,grand,petit,0.99956053,0.0002783766,0.00016111553,0.99956053
ESP-82F4EC,4.8308333333333335,1.355,0.0432625,12,22.416666666666668,Zone Inconnue,Rezidansyel,4.0,0.00895549421929505,grand,petit,0.9996382,0.00022315526,0.00013862806,0.9996382
ESP-8BAA42,127.255,127.255,1.3423333333333334,2,21.0,Zone Inconnue,Rezidansyel,4.0,0.010548373999628973,grand,petit,0.99953187,0.0002778342,0.00019028221,0.99953187
ESP-8E3FB8,0.3788,0.0,0.004419333333333333,25,5.36,Zone Inconnue,Rezidansyel,4.0,0.011666666635867651,petit,grand,0.00015039973,0.00021984,0.99962974,0.99962974
ESP-93B3E2,34.36166666666667,38.175,0.38726,6,33.833333333333336,Zone Inconnue,Rezidansyel,4.0,0.011270116893497498,grand,petit,0.9995283,0.00027498472,0.00019675712,0.9995283
ESP-946E5D,25.96857142857143,11.32,0.22115619047619048,7,24.714285714285715,Zone Inconnue,Rezidansyel,4.0,0.008516301756374293,grand,petit,0.9996382,0.00022315526,0.00013862806,0.9996382
ESP-9470F7,3.8,3.8,0.044333333333333336,2,28.0,Zone Inconnue,Rezidansyel,4.0,0.011666666663596493,grand,petit,0.9991804,0.00053251133,0.00028710067,0.9991804
ESP-96AE84,6.355,6.355,0.05813666666666667,2,32.5,Zone Inconnue,Rezidansyel,4.0,0.009148177286784971,grand,petit,0.9996382,0.00022315526,0.00013862806,0.9996382
ESP-96B2A1,5.7749999999999995,5.7749999999999995,0.050050000000000004,2,7.5,Zone Inconnue,Rezidansyel,4.0,0.008666666665165947,grand,petit,0.9996382,0.00022315526,0.00013862806,0.9996382
ESP-96B563,2.14,2.14,0.024966666666666668,1,12.0,Zone Inconnue,Rezidansyel,4.0,0.011666666661214953,moyen,moyen,0.00022565294,0.99950194,0.00027241587,0.99950194
ESP-96B7BE,1.3834615384615385,0.91,0.012813931623931626,78,11.166666666666666,Zone Inconnue,Rezidansyel,4.0,0.00926222468672239,moyen,moyen,0.0010014563,0.9958131,0.0031854303,0.9958131
ESP-97FAF3,4.172307692307692,1.1800000000000002,0.04394684981684982,91,12.043956043956044,Zone Inconnue,Rezidansyel,4.0,0.01053298391375588,grand,petit,0.9993919,0.00039857777,0.00020954356,0.9993919
ESP-997931,0.884,0.63,0.00884,5,8.0,Zone Inconnue,Rezidansyel,4.0,0.009999999988687783,petit,grand,0.00016248811,0.00025878925,0.9995788,0.9995788
ESP-A283A1,0.0,0.0,0.0,1,44.0,Zone Inconnue,Rezidansyel,4.0,0.0,petit,grand,0.0003243646,0.0004932267,0.9991824,0.9991824
ESP-A38CD2,1.99,1.7750000000000001,0.023071666666666667,14,11.857142857142858,Zone Inconnue,Rezidansyel,4.0,0.011593802339232595,moyen,moyen,0.00022565294,0.99950194,0.00027241587,0.99950194
ESP-A63344,2.0908333333333333,1.645,0.024346805555555556,24,8.5,Zone Inconnue,Rezidansyel,4.0,0.011644546294417382,moyen,moyen,0.00022438445,0.9994837,0.0002918679,0.9994837
ESP-A635E1,1.6300000000000001,1.6300000000000001,0.014126666666666666,1,8.0,Zone Inconnue,Rezidansyel,4.0,0.008666666661349692,moyen,moyen,0.0006803253,0.9980799,0.0012397794,0.9980799
ESP-AF91E3,0.35000000000000003,0.35000000000000003,0.0030333333333333328,1,35.0,Zone Inconnue,Rezidansyel,4.0,0.008666666641904758,petit,grand,0.0003188896,0.00042439922,0.9992567,0.9992567
ESP-B27A3D,0.0,0.0,0.0,1,8.0,Zone Inconnue,Rezidansyel,4.0,0.0,petit,grand,0.0003243646,0.0004932267,0.9991824,0.9991824
ESP-B5CA5B,0.08,0.08,0.0008533333333333332,1,6.0,Zone Inconnue,Rezidansyel,4.0,0.010666666533333334,petit,grand,0.0001595468,0.00020823794,0.99963224,0.99963224
ESP-BE14D6,5.431833333333333,0.985,0.04619722222222222,60,15.433333333333334,Zone Inconnue,Rezidansyel,4.0,0.008504904215344848,grand,petit,0.99964595,0.00022078,0.00013327294,0.99964595
ESP-C03A34,0.0,0.0,0.0,2,19.0,Zone Inconnue,Rezidansyel,4.0,0.0,petit,grand,0.0003243646,0.0004932267,0.9991824,0.9991824
ESP-C84B5C,5.129096774193548,1.28,0.05113180645161291,155,20.509677419354837,Zone Inconnue,Rezidansyel,4.0,0.009968968941843261,grand,petit,0.9994567,0.00037559686,0.00016774038,0.9994567
ESP-C918C7,0.71,0.71,0.008283333333333334,1,12.0,Zone Inconnue,Rezidansyel,4.0,0.011666666650234744,petit,grand,0.00016622807,0.00023553468,0.9995982,0.9995982
ESP-CB5B68,1.4100000000000001,1.4100000000000001,0.012220000000000002,1,10.0,Zone Inconnue,Rezidansyel,4.0,0.008666666660520095,moyen,moyen,0.00056962855,0.9980665,0.0013639082,0.9980665
ESP-CE56E4,1.162857142857143,0.8999999999999999,0.01045095238095238,7,10.428571428571429,Zone Inconnue,Rezidansyel,4.0,0.008987305479576843,petit,grand,0.00031363082,0.00041740047,0.99926895,0.99926895
ESP-D302A4,19.88,6.9399999999999995,0.18250577777777777,15,34.13333333333333,Zone Inconnue,Rezidansyel,4.0,0.009180371115120593,grand,petit,0.9996382,0.00022315526,0.00013862806,0.9996382
ESP-D310B1,0.11,0.11,0.0012833333333333334,1,1.0,Zone Inconnue,Rezidansyel,4.0,0.011666666560606062,petit,grand,0.00016622807,0.00023553468,0.9995982,0.9995982
ESP-D4E8C5,7.90470297029703,3.835,0.073833300330033,202,19.316831683168317,Zone Inconnue,Rezidansyel,4.0,0.00934042690764359,grand,petit,0.9995158,0.0003297636,0.000154465,0.9995158
ESP-D5219A,3.7975,1.725,0.030308750000000002,16,16.1875,Zone Inconnue,Rezidansyel,4.0,0.007981237654251155,grand,petit,0.9981912,0.0015883066,0.00022052851,0.9981912
ESP-D52B45,2.9466666666666668,0.0,0.03437777777777778,3,38.666666666666664,Zone Inconnue,Rezidansyel,4.0,0.01166666666270739,moyen,moyen,0.00031834916,0.99936956,0.00031206018,0.99936956
ESP-D52F19,0.63625,0.315,0.005781666666666666,16,8.375,Zone Inconnue,Rezidansyel,4.0,0.009087098872423682,petit,grand,0.00027903277,0.0003465995,0.99937445,0.99937445
ESP-D5389A,6.915609756097561,3.93,0.06040382113821138,41,18.73170731707317,Zone Inconnue,Rezidansyel,4.0,0.008734417247332142,grand,petit,0.99957365,0.00028753816,0.00013882045,0.99957365
ESP-D54D82,0.9293939393939394,0.8,0.00979040404040404,33,10.515151515151516,Zone Inconnue,Rezidansyel,4.0,0.010534181055940834,petit,grand,0.00013721966,0.00025665265,0.9996062,0.9996062
ESP-D5AED4,2.5525333333333333,1.45,0.025138666666666667,75,16.12,Zone Inconnue,Rezidansyel,4.0,0.009848516502618894,moyen,moyen,0.00027852107,0.99947864,0.00024286158,0.99947864
ESP-D6DD12,15.93,15.93,0.11709999999999998,2,27.0,Zone Inconnue,Rezidansyel,4.0,0.007350910231804713,grand,petit,0.9996382,0.00022315526,0.00013862806,0.9996382
ESP-D712DD,1.9016666666666666,1.53,0.02208944444444445,6,15.5,Zone Inconnue,Rezidansyel,4.0,0.011615834057578588,moyen,moyen,0.00022565294,0.99950194,0.00027241587,0.99950194
ESP-D8EAF4,31.9275,19.814999999999998,0.25404666666666664,4,33.5,Zone Inconnue,Rezidansyel,4.0,0.007956985879217279,grand,petit,0.9996382,0.00022315526,0.00013862806,0.9996382
ESP-DB4991,10.074,1.71,0.08163000000000001,5,28.4,Zone Inconnue,Rezidansyel,4.0,0.008103037521530373,grand,petit,0.9996382,0.00022315526,0.00013862806,0.9996382
ESP-DB906A,2.8800000000000003,1.34,0.0336,3,10.333333333333334,Zone Inconnue,Rezidansyel,4.0,0.011666666662615737,moyen,moyen,0.00031834916,0.99936956,0.00031206018,0.99936956
ESP-DFAACB,1.7985714285714285,1.74,0.020618809523809522,14,27.214285714285715,Zone Inconnue,Rezidansyel,4.0,0.011463992580335083,moyen,moyen,0.00022565294,0.99950194,0.00027241587,0.99950194
ESP-E7A5F2,5.84,5.84,0.06813333333333334,1,52.0,Zone Inconnue,Rezidansyel,4.0,0.011666666664668951,grand,petit,0.9993711,0.00038681514,0.00024205002,0.9993711
ESP-E7C973,8.342222222222222,2.385,0.08236555555555555,18,17.38888888888889,Zone Inconnue,Rezidansyel,4.0,0.009873335108033296,grand,petit,0.99960274,0.00023875666,0.00015850824,0.99960274
ESP-E98C6D,88.63000000000001,88.63000000000001,1.0338500000000002,1,29.0,Zone Inconnue,Rezidansyel,4.0,0.011664786189646115,grand,petit,0.9993759,0.00038209537,0.00024205119,0.9993759
ESP-ECF68B,1.8960000000000001,0.0,0.021759499999999998,20,13.0,Zone Inconnue,Rezidansyel,4.0,0.011476529529811954,moyen,moyen,0.00022438445,0.9994837,0.0002918679,0.9994837
ESP-F15873,2.1117283950617285,0.8300000000000001,0.01940485596707819,81,8.901234567901234,Zone Inconnue,Rezidansyel,4.0,0.009189087007243597,moyen,moyen,0.00034271664,0.99945384,0.00020348083,0.99945384
ESP-F2C1C6,0.0,0.0,0.0,1,5.0,Zone Inconnue,Rezidansyel,4.0,0.0,petit,grand,0.0003243646,0.0004932267,0.9991824,0.9991824
ESP-F354E3,12.852857142857145,6.3500000000000005,0.11505380952380953,7,31.285714285714285,Zone Inconnue,Rezidansyel,4.0,0.008951613500100092,grand,petit,0.9996382,0.00022315526,0.00013862806,0.9996382
ESP-FCDFC8,0.08,0.03,0.0009333333333333332,5,9.4,Zone Inconnue,Rezidansyel,4.0,0.011666666520833334,petit,grand,0.00016622807,0.00023553468,0.9995982,0.9995982
ESP-FD7CD1,3.4581944444444446,2.025,0.03604569444444444,72,20.52777777777778,Zone Inconnue,Rezidansyel,4.0,0.01042327000782973,moyen,moyen,0.000449522,0.9992537,0.0002968089,0.9992537
ESP-FDA8EC,6.7,6.7,0.05806666666666667,1,47.0,Zone Inconnue,Rezidansyel,4.0,0.008666666665373135,grand,petit,0.9996382,0.00022315526,0.00013862806,0.9996382
ESP-FEECA9,40.8,40.8,0.44908,1,43.0,Zone Inconnue,Rezidansyel,4.0,0.011006862744828264,grand,petit,0.9995254,0.00027783238,0.00019675655,0.9995254
ESP-FF3B82,7.4363636363636365,1.58,0.0818621212121212,11,26.09090909090909,Zone Inconnue,Rezidansyel,4.0,0.011008353706751116,grand,petit,0.99952173,0.00028151734,0.00019675582,0.99952173
ESP-FF720B,5.378794326241135,2.95,0.05145609929078014,141,19.829787234042552,Zone Inconnue,Rezidansyel,4.0,0.009566474596393938,grand,petit,0.9995158,0.0003297636,0.000154465,0.9995158
ESP_00705B,8.393,3.0149999999999997,0.09298933333333334,20,16.85,Zone Inconnue,Rezidansyel,4.0,0.0110793915551357,grand,petit,0.99954057,0.0002627553,0.00019675953,0.99954057
ESP_0112FE,40.62,40.62,0.3187,1,12.0,Zone Inconnue,Rezidansyel,4.0,0.007845888724572973,grand,petit,0.9996382,0.00022315526,0.00013862806,0.9996382
ESP_014D7A,1.07,1.07,0.012483333333333334,2,6.5,Zone Inconnue,Rezidansyel,4.0,0.01166666665576324,petit,grand,0.00016815,0.00024876927,0.99958307,0.99958307
ESP_0153C7,0.181,0.17,0.0018006666666666663,10,18.1,Zone Inconnue,Rezidansyel,4.0,0.009948434567504043,petit,grand,0.0001624868,0.00026669432,0.9995708,0.9995708
ESP_0176A3,8.05,8.05,0.09391666666666668,1,47.0,Zone Inconnue,Rezidansyel,4.0,0.01166666666521739,grand,petit,0.9993711,0.00038681514,0.00024205002,0.9993711
ESP_02001E,0.2,0.2,0.002333333333333333,1,5.0,Zone Inconnue,Rezidansyel,4.0,0.011666666608333333,petit,grand,0.00016622807,0.00023553468,0.9995982,0.9995982
ESP_02D48F,11.166,11.31,0.088486,5,13.2,Zone Inconnue,Rezidansyel,4.0,0.007924592512276141,grand,petit,0.9996382,0.00022315526,0.00013862806,0.9996382
ESP_02EA8B,4.265,4.265,0.046248333333333336,2,31.0,Zone Inconnue,Rezidansyel,4.0,0.010843688938450094,grand,petit,0.9995254,0.00027783238,0.00019675655,0.9995254
ESP_031E41,12.812903225806451,2.3,0.11905612903225807,31,21.741935483870968,Zone Inconnue,Rezidansyel,4.0,0.009291893252044188,grand,petit,0.99946505,0.00036456092,0.00017040185,0.99946505
ESP_06067E,14.719999999999999,8.355,0.13675333333333334,4,21.25,Zone Inconnue,Rezidansyel,4.0,0.009290307970383358,grand,petit,0.99959725,0.0002506271,0.00015214022,0.99959725
ESP_0675CF,6.285,6.285,0.047715,2,10.5,Zone Inconnue,Rezidansyel,4.0,0.007591885440319509,grand,petit,0.9996382,0.00022315526,0.00013862806,0.9996382
ESP_06FD18,0.0,0.0,0.0,3,24.666666666666668,Zone Inconnue,Rezidansyel,4.0,0.0,petit,grand,0.0003243646,0.0004932267,0.9991824,0.9991824
ESP_07055E,10.437583333333333,4.529999999999999,0.08914916666666667,120,16.5,Zone Inconnue,Rezidansyel,4.0,0.008541169331163072,grand,petit,0.9995876,0.00027920277,0.00013326517,0.9995876
ESP_08AFF0,5.247068965517241,0.31000000000000005,0.0582766091954023,58,17.03448275862069,Zone Inconnue,Rezidansyel,4.0,0.011106507188542556,grand,petit,0.999451,0.0003377312,0.00021123636,0.999451
